node,count,count_rescaled,cluster,AI_summary,cluster_name
폐배터리,4,22.142857142857142,1,"한 뉴스 기사에 따르면 SK에코플랜트와 미국의 어센드 엘리먼츠가 합작하여 폐배터리 재활용 기업을 설립하였다. 이 합작법인은 미국에서는 첫 한·미 합작 폐배터리 재활용 기업으로, SK에코플랜트가 64%, 테스가 11%, 어센드 엘리먼츠가 25%의 지분을 가지게 된다. 이 합작법인은 새로운 전처리 공장에서 전기차 배터리 생산 과정에서 발생하는 불량품과 수거된 폐배터리를 안전하게 처리하여 배터리 원료를 추출할 것이다.

또 다른 뉴스 기사에 따르면 소니드의 자회사인 소니드리텍이 뉴질랜드 리사이클링 기업인 업사이클과 협약을 체결하였다. 소니드리텍은 지정폐기물종합재활용업 인허가를 받아 완벽한 리사이클링 설비를 갖추고 있으며, 납축전지 리사이클링 사업으로 순연과 합금연을 생산하고 있다. 소니드리텍은 업사이클로부터 폐배터리 리사이클링 공장 기술 이전 및 플랜트 공급을 받아 향후 재생연공장 플랜트 수출 및 전기차 2차전지 리사이클링 전처리 공장 설립을 위한 기술과 컨설팅을 제공할 것이다.

또 다른 뉴스 기사에 따르면 소니드는 자회사인 소니드리텍과 뉴질랜드의 업사이클과 협약을 체결하였다. 이 협약을 통해 소니드리텍은 향후 재생연공장 플랜트 수출 및 전기차 2차전지 리사이클링 전처리 공장 설립을 위한 기술과 컨설팅을 받게 된다. 업사이클은 소니드리텍에게 블랙매스 등의 원료를 공급할 예정이다. 이번 협약은 2023 대한민국소싱워크에서 진행되었다.",에너지
해상풍력,8,25.0,1,"해상풍력 관련 뉴스 기사 3가지를 요약해보면 다음과 같습니다. SK에코플랜트가 안마 해상풍력 우선협상대상자로 선정되어 해상풍력 조성과 국내 청정 에너지 공급, 고용 창출을 목표로 협상을 진행하고 있습니다. HD현대일렉트릭이 전라북도와 협력하여 전북 해상풍력 사업을 활성화하기 위한 업무협약을 체결하였습니다. SK에코플랜트와 자회사 SK오션플랜트는 국내 최대 규모인 500MW급의 해상풍력 사업을 수주하였고, 해상풍력 하부구조물 제작부터 설치까지 맡게 되었습니다. SK에코플랜트는 SK오션플랜트를 인수하여 해상풍력 분야의 전반적인 밸류체인을 확보하였습니다. 이를 통해 국내 해상풍력 시장에 진출하게 되었습니다.",에너지
CJ CGV,3,21.428571428571427,2,"CJ CGV는 CJ올리브네트웍스 지분을 현물 출자받기 위해 법원에 제출한 회계법인의 감정평가 보고서가 불인가 결정을 받아 계획에 차질이 생겼습니다. CJ CGV는 1조원 규모 자본 확충을 위해 유상증자를 계획하고 있었습니다. 그러나 법원은 CJ올리브네트웍스의 당기순이익이 감소하고, 영업이익률이 감소하는 상황에서 감정 보고서의 판단이 믿기 어렵다고 판단하여 불인가 결정을 내렸습니다. 따라서 CJ CGV의 자본 확충 계획이 불투명해졌습니다. CJ CGV는 유상증자로 신주를 발행하려는 자금 조달 계획을 가지고 있었지만, 법원의 불인가 결정으로 계획이 변경될 가능성이 있습니다. CJ CGV 주가는 유상증자 발행가액이 종가보다 낮아지면서 하락세를 보이고 있습니다. 이에 따라 CJ CGV의 신규 상장을 앞두고 주가가 급락하는 상황입니다.",금융 및 건설
HD현대중공업,1,20.0,2,"HD현대중공업은 최대 2000억 원 규모의 회사채 발행을 추진하고 있으며, 1.5년물과 2년물로 1000억 원 규모의 회사채를 발행할 예정입니다. NH투자증권, KB증권, 미래에셋증권, 신한투자증권, 삼성증권이 대표주간사로 지정되었습니다. 발행 가능성에 따라 최대 2000억 원 규모의 증액발행도 고려될 수 있습니다. 다음달 17일 수요예측을 통해 25일에 발행할 예정입니다.",금융 및 건설
건설 중소형,20,33.57142857142857,2,"정부는 주택공급 활성화를 위해 주택 공급 조치를 심의하고 있으며, 공공주택 물량 확대와 민간주택 공급 개선이 중점이다. 이에 따라 주택이 충분히 공급될 수 있도록 공공과 민간의 공급을 보완하고 주택 사업 여건을 개선하겠다는 방침이다. 중대산업재해 발생 사실을 공표한 건설사인 온유파트너스는 작업 중 안전조치 미비로 사고가 발생했다. 이에 따라 중대산업재해 처벌법에 따라 사업장의 명칭, 재해 내용 등을 공표하게 되었다. 현대건설은 힐스테이트 관악센트씨엘을 분양하기 시작했으며, 단지 내에는 다양한 시설과 편의시설이 제공된다. 이 아파트는 지역 내 랜드마크 단지로서 수요자들의 많은 관심을 기대하고 있다.",금융 및 건설
금융,28,39.28571428571429,2,"금융지주와 은행이 개인 투자용 국채 판매 대행 기관에 입찰에 참여하고, 경쟁이 예상됩니다. 은행이 증권사에 비해 제한적인 투자중개업 인가만으로 개인 투자용 국채 판매를 할 수 있는지에 대한 해석을 금융위원회에 요청한 기재부의 결정입니다. 은행의 대출과 예금 금리가 빠르게 상승하고 있습니다. 특히 주택담보대출 금리는 3개월 연속 올랐으며, 전세대출은 연 4%대, 주택담보대출과 신용대출은 각각 연 5%대, 6%대가 예상됩니다. 가계대출 금리가 상승세를 보이고 있는 가운데, 가계대출 증가가 꺾일지에 대한 관심이 증가하고 있습니다.",금융 및 건설
금융결제원,4,22.142857142857142,2,"하나증권은 금융결제원과 협업하여 금융인증서를 발급하고 홈트레이딩시스템에 적용하였습니다. 금융인증서는 번거로운 절차 없이 저장되어 금융서비스와 정부·공공서비스에 사용 가능합니다. 하나증권은 모바일트레이딩시스템에서도 금융인증서 발급 서비스를 시작했으며, 향후 서비스 개선을 통해 안전하고 편리한 증권 거래를 지속 제공할 예정입니다. 이로써 하나증권 고객은 모바일 트레이딩 시스템에서 모든 서비스에 금융인증서를 사용할 수 있게 되었습니다.",금융 및 건설
금융지주,10,26.428571428571427,2,국내 10개 금융지주사의 연결 기준 당기순이익은 13조6238억원으로 전년 동기 대비 10.1% 증가했다. 이에 따라 국내 금융지주사들의 순이익이 10% 증가한 것으로 나타났다. 그러나 6월 말 은행지주의 자본비율은 상승하였으나 규제 비율을 상회하여 부채비율은 하락하였다. 금융지주의 대손충당금 적립률은 감소하였고 고정이하여신비율은 상승하였다. 윤종규 KB금융지주 회장은 KB금융그룹 창립 15주년을 맞아 고객만족 최고의 리딩금융그룹이 되겠다는 의지를 밝혔다. 그는 노란색 넥타이를 매고 9년간 KB금융을 자랑스러워했다.,금융 및 건설
대출,20,33.57142857142857,2,"한국은행은 2023년 9월 금융안정 상황 보고서에서 약한고리인 청년과 고령층의 대출 부실에 대한 경고음을 내놨다. 특히 2금융권에서 빌린 개인사업자 대출 비중이 높은데, 경기 부진으로 상환능력 악화 가능성이 있다는 것이다. 또한 고령층의 개인사업자 대출 비중은 다른 연령층에 비해 높으며, 대출금액은 늘어나고 있는 반면 소득은 낮아 부실 우려가 있다. 청년층의 경우에도 가계대출 규모를 늘리면서 실거주용 주택에 수요가 몰리고 있다. 한은은 청년층이 전세자금 대출을 확대하면서 주택담보대출을 활용해 주택 구입에 나설 것으로 판단했다.",금융 및 건설
벤처,4,22.142857142857142,2,"산업부는 내달 31일까지 운용사 모집을 통해 국내 산업 혁신 생태계 경쟁력을 제고하기 위한 벤처캐피탈 스케일업 펀드를 조성한다고 밝혔다. 이를 통해 국내 산업 혁신 생태계의 경쟁력도 높아질 것으로 예상된다. 또한, 산업은행과 BNK금융지주를 포함한 주체들이 함께 출자해 부산 미래성장 벤처펀드를 조성하고, 이를 통해 부산지역 혁신 기업의 성장과 도약을 지원할 예정이다. 이를 통해 부산의 경쟁력과 국가의 경쟁력을 동시에 향상시킬 수 있을 것으로 기대된다.",금융 및 건설
보험,19,32.857142857142854,2,"보험 연구원이 실시한 설문조사에 따르면, 국내 보험사 CEO 중 26%는 내년 CSM 성장률이 11% 이상으로 늘어날 것이라고 전망했습니다. 또한, 보험사 CEO들은 종신보험과 건강보험과 같은 보장성보험을 주력 상품전략으로 삼을 것으로 예상됩니다. 이는 CSM에 유리한 보장성보험 판매를 통해 실적 개선을 꾀하고 있는 것으로 보입니다. CEO들은 현재 보험시장 영업경쟁 수준이 강하다고 평가하며, 이는 법인보험대리점의 높은 시장지배력과 변화된 회계제도가 주요 영향요소로 지목되었습니다.",금융 및 건설
재개발,7,24.285714285714285,2,"올해 분양한 아파트 중 재건축·재개발 지역이 일반 지역보다 확연하게 높은 청약 경쟁률을 기록했습니다. 이는 평균 7.7대 1로 재건축·재개발 지역이 높은 경쟁률을 보인 것입니다. 수도권에서 가장 높은 청약 경쟁률을 기록한 단지는 서울시 동대문구 청량리제7구역주택재개발 정비사업으로 공급된 청량리 롯데캐슬 하이루체입니다. 이 단지는 88가구 모집에 2만1322명이 청약해 평균 242.3대 1의 경쟁률을 기록했습니다. 지방에서는 대전시 서구 숭어리샘주택재건축정비사업을 통해 분양한 둔산 자이 아이파크가 평균 66.67대 1로 높은 경쟁률을 기록했습니다. 

여의도 1호 재건축 수주전재건축 공사비 7740억원 제안한 현대건설이 한양아파트 재건축에 최소 3억6000만원 이상을 환급하는 전략을 제안했습니다. 이는 경쟁사인 포스코이앤씨가 제안한 7020억원보다 720억원 높은 금액입니다. 현대건설이 제안한 디에이치 여의도퍼스트 조감도에는 개발 이익 극대화를 통한 소유주 환급 전략이 깔려있습니다.

대치동 은마아파트가 27년 만에 재건축 추진을 위해 조합을 설립하게 됐습니다. 1979년 준공된 은마아파트는 1996년부터 재건축을 추진해 왔지만 정부와 서울시의 규제와 주민 간 갈등으로 27년간 제대로 재건축을 추진하지 못했습니다. 그러나 이제 강남구는 은마아파트 재건축정비사업에 대한 조합설립인가를 처리했습니다.",금융 및 건설
조선,7,24.285714285714285,2,"조선 테마에 대한 이슈와 전망을 요약하면 다음과 같습니다. BNK부산은행이 삼성중공업에 약 3억 7900만 달러 규모의 선수금 환급보증을 발급하여 조선업의 경쟁력 강화를 위한 금융 지원에 나섰습니다. 이는 국내 조선사의 수주가 회복되고 있음을 보여줍니다. 또한, 정기선 사장은 친환경과 지속 가능한 미래를 강조하면서 미래를 위한 친환경 사업 확장에 힘을 싣고 있습니다. 이를 통해 조선사의 친환경 기술 개발과 사업 확장이 계속될 것으로 전망됩니다. 또한, 이상룡 투자금융본부장은 정책금융기관과 협업해 국내 조선사에 대한 금융지원을 추진하겠다고 밝혔습니다. 이는 국내 조선사의 경쟁력을 높이고 지속적인 성장을 이끌어낼 것으로 예상됩니다. 부산은행은 조선업 지원 확대 및 해양투자 사업 다각화를 추진하고 있으며, 조선업 지원 확대를 위한 다양한 금융지원 정책을 시행할 예정입니다. 이를 통해 조선업의 경쟁력 강화와 지속적인 성장이 기대됩니다.",금융 및 건설
주담대,4,22.142857142857142,2,"내년 1월 시작되는 비대면 주담대 대환대출 서비스 이용이 추천되며, 주담대의 경우 아파트를 담보로 한 대출만 비대면 이동을 할 수 있습니다. 금융당국은 내년 1월 출시를 목표로 비대면 주담대 대환대출 인프라 구축을 진행하고 있으며, 인프라가 성공적으로 구축되면 고객들은 금융사 영업점을 방문하지 않고도 하나의 모바일 앱을 통해 일주일 내 더 낮은 금리의 대출로 갈아타기를 할 수 있게 됩니다. 주담대 평균금리는 4%대를 형성하고 있으며, 은행연합회 공시에 따르면 5대 은행과 인터넷은행의 7월말 잔액기준 주담대 평균금리는 카카오뱅크 4.07%, 우리은행 4.08%, 신한은행 4.20%, 케이뱅크 4.27%, 하나은행 4.28%, 농협은행 4.45%, 국민은행 4.46% 등으로 나타났습니다. 주담대·전세대출 대환대출 인프라 구축을 완료하고 연말 또는 내년 1월 서비스를 시작한다고 금융위원회가 밝혔으며, 파급 효과가 작지 않을 전망입니다.",금융 및 건설
주택공급,15,30.0,2,"정부가 주택공급을 확대하기 위해 3기 신도시에 3만가구 이상을 추가 공급하기로 했습니다. 이번 공급대책은 3기 신도시 물량 확충을 비롯한 공공주택 공급 확대, 민간 공급 활성화, 비아파트 공급 확대를 중점으로 이뤄졌습니다. 이에 따라 정부는 5만5000호의 주택을 추가로 확보할 예정입니다. 대한주택건설협회에 따르면, 다음 달 중견 주택업체 13개 사가 아파트 5684가구를 분양할 예정이라고 밝혔습니다. 또한, 정부는 비아파트 건설자금 지원과 정비사업 절차 개선을 통해 민간 공급물량 확대를 유도할 계획입니다.",금융 및 건설
토스뱅크,3,21.428571428571427,2,"토스뱅크가 2850억원 규모의 유상증자를 진행하여 총 납입 자본금이 1조9350억원으로 늘어나게 됩니다. 유상증자를 통해 지속적인 규모의 성장을 이어갈 계획이며, 주주사들의 지원 속에 재무건전성도 강화했습니다. 토스뱅크는 고객들과 주주사의 신뢰를 바탕으로 차별화된 기업가치를 인정받을 수 있었으며, 향후 흑자 달성을 기반으로 지속적인 성과를 이어갈 것이라고 밝혔습니다.",금융 및 건설
토큰증권,4,22.142857142857142,2,"KB증권, 신한투자증권, NH투자증권은 토큰증권 시장 공동 진출을 위해 토큰증권 증권사 컨소시엄 구성 전반에 대한 업무협약을 체결했다고 밝혔습니다. 이를 통해 토큰증권 시장 활성화를 위한 대형 증권사의 공동 인프라 구축 및 사업모델 발굴 등을 협력할 예정입니다. 이들 3사는 컨소시엄을 통해 토큰증권 공동 인프라 구축, 정책 공동 대응, 발행 및 유통 서비스 시너지 사업 모델 발굴 등을 상호 협력해 진행할 예정입니다. 공동 분산원장을 구성하게 되면 토큰증권 사업 영업에 집중할 수 있을 뿐만 아니라, 다양한 기초자산을 보유한 발행사를 확보하고 상품 발행 및 유통이 가능한 플랫폼을 제공할 수 있을 것으로 예상됩니다. KB증권과 신한투자증권, NH투자증권은 이미 토큰증권 시장에 대한 개발과 검증을 진행한 경험을 가지고 있으며, 이를 통해 토큰증권 시장에서의 경쟁력을 강화할 수 있을 것으로 기대됩니다.",금융 및 건설
디스플레이,17,31.428571428571427,4,"한 기사에서는 KAIST가 차세대 디스플레이 기술 개발에 성공했으며, 안경형 증강·가상 현실 기기에 적용할 수 있는 작은 패턴을 구현했다고 보도했습니다. 또 다른 기사에서는 LG디스플레이가 폴더블 노트북용 OLED를 출시했으며, 기존 제품보다 수명을 늘린 탠덤 OLED 소자 구조와 주름 현상 최소화 기술을 적용했다고 전했습니다. 마지막 기사에서는 제네시스가 GV80 부분변경 모델을 출시하고, 첫 쿠페형 SUV인 GV80 쿠페를 공개했다고 보도했습니다.",스마트폰
폴더블폰,5,22.857142857142858,4,"LG전자가 그램의 기술과 디자인 혁신을 담은 폴더블 노트북 LG 그램 폴드를 출시한다. 폴더블 폼팩터에 맞춰 최적의 UI/UX와 다양한 주변 기기와의 연결성을 강화하였다. 폴더블 노트북은 접으면 12형 노트북, 펼치면 17형 태블릿, 전자책 등 다양한 형태로 변환된다. 폴더블 폼팩터의 장점인 자발광 올레드를 활용하여 얇고 구부리기 용이하며, 화면을 펼쳤을 때 가장 두꺼운 부분의 두께는 9.4mm로 얇아진다. 다양한 사용자경험을 제공하기 위해 가상 키보드와 블루투스 키보드를 활용할 수 있도록 하였다.",스마트폰
우주항공산업,5,22.857142857142858,0,"한일 항공우주 중심지 경남도와 아이치현은 항공우주산업에서 중요한 역할을 하는 지자체이다. 경남도에는 한국항공우주산업을 포함한 기업들이 국내 항공 산업의 65%를 담당하고 있고, 아이치현은 일본 전체 항공우주산업 생산의 45.7%를 차지하고 있다. 경남도와 아이치현은 이달 26일부터 일본 나고야에서 열리는 항공우주 전시회인 에어로마트 나고야 2023에 함께 참가할 예정이다. 이는 양국 항공우주산업의 협력을 통해 우리 기업에 많은 수출 기회가 제공될 수 있다는 의미이다. 과기정통부는 우주항공청 설립에 대한 대립이 발생하고 있으며, 한국항공우주연구원과 한국천문연구원을 우주항공청 산하기관으로 둘지에 대한 논의가 진행중이다.",항공산업
항공기부품,18,32.14285714285714,0,한국 항공사 제주항공은 오는 11월 10일부터 인천에서 마카오로 주 7회 일정으로 재운항을 시작한다고 밝혔습니다. 이는 중화권 입국자의 비중이 높아 항공기부품 수요가 증가할 것으로 전망됩니다. 수요 회복세에 따라 중국과 일본 항공 노선 수요가 회복되어 항공사들이 재운항과 신규 취항을 확대하고 있습니다. 한진그룹 회장은 기업결합 승인을 위해 연매출 3조 화물사업을 매물로 내놓을 계획이라고 밝혔습니다. 대한항공은 아시아나항공 화물 사업부를 포기할 가능성이 있는 것으로 알려졌습니다.,항공산업
인공지능,22,35.0,5,"1. 오픈AI는 애플 전 디자이너 조니 아이브와 함께 소프트뱅크로부터 10억 달러 지원을 받아 AI의 아이폰 개발을 위한 협의를 진행 중입니다.
2. 오픈AI 최고경영자는 아이브와 함께 AI와 상호 작용할 수 있는 보다 자연스럽고 직관적인 사용자 경험을 제공하는 기기 개발을 목표로 하고 있다고 전했습니다.
3. 한화는 고려대와 손잡고 인공지능 경쟁력을 제고하고, 업무 프로세스 최적화와 비즈니스의 민첩성 및 효율성을 높이는 AI 및 DT 프로젝트를 공동으로 수행할 예정입니다.
4. 한화는 또한 AI 및 스마트 제조 영역 교육 프로그램을 운영해 전문 인력을 양성하고, 산업계와 학계의 협력을 촉진할 계획입니다.
5. 엔비디아는 최근 하락세가 이어지던 가운데 저가 매수가 유입되어 상승하며 생성형 인공지능 최대 수혜주로 주목받고 있습니다.",AI Chat
챗봇,10,26.428571428571427,5,"1. 인공지능 챗봇의 발전으로 냉장고 사진을 보내면 음성 명령으로 메뉴 제안과 대화가 가능해지는 기능이 추가될 예정입니다.
2. CEO풍향계를 통해 한 회사의 최고 경영자는 글로벌 금융그룹 도약에 아쉬움을 표현하며 성과와 자괴감을 언급했습니다.
3. 한화와 고려대학교의 산학협력을 통해 생성형 AI 역량을 확보하고, 데이터 인사이트 확보와 업무 최적화를 위한 공동 프로젝트를 진행할 예정입니다.",AI Chat
